line,type,weekday,id_crime_category,afluency_distribution,crime_frequency
1,Terminal / Transbordo,2,13,29186.0,1.0
1,Transbordo,2,5,18545.666666666668,2.0
1,Transbordo,2,6,18545.666666666668,8.0
12,Intermedia,2,5,10969.2,2.0
12,Intermedia,2,6,10969.2,7.0
12,Intermedia,2,7,10969.2,1.0
12,Terminal,2,6,41744.0,1.0
12,Transbordo,2,6,7522.0,2.0
2,Intermedia,2,5,11256.3125,5.0
2,Intermedia,2,6,11256.3125,11.0
2,Intermedia,2,7,11256.3125,2.0
2,Terminal,2,5,59066.5,1.0
2,Terminal,2,6,59066.5,1.0
2,Transbordo,2,5,16843.333333333332,2.0
2,Transbordo,2,6,16843.333333333332,7.0
3,Intermedia,2,5,14240.833333333334,1.0
3,Intermedia,2,6,14240.833333333334,11.0
3,Intermedia,2,7,14240.833333333334,1.0
3,Transbordo,2,5,12098.857142857143,1.0
3,Transbordo,2,6,12098.857142857143,7.0
5,Intermedia,2,6,5974.714285714285,3.0
5,Terminal / Transbordo,2,6,48482.0,1.0
5,Terminal / Transbordo,2,11,48482.0,1.0
5,Terminal / Transbordo,2,13,48482.0,1.0
5,Transbordo,2,6,5073.25,1.0
5,Transbordo,2,7,5073.25,1.0
6,Intermedia,2,6,6506.857142857143,4.0
6,Terminal / Transbordo,2,6,13038.0,1.0
6,Transbordo,2,6,1067.0,1.0
7,Intermedia,2,6,10877.777777777777,7.0
7,Intermedia,2,7,10877.777777777777,2.0
7,Terminal,2,6,27290.0,1.0
7,Transbordo,2,5,8288.0,1.0
7,Transbordo,2,6,8288.0,3.0
7,Transbordo,2,7,8288.0,1.0
8,Intermedia,2,5,10565.833333333334,4.0
8,Intermedia,2,6,10565.833333333334,5.0
8,Terminal / Transbordo,2,5,10135.0,1.0
8,Terminal / Transbordo,2,6,10135.0,1.0
8,Transbordo,2,5,6751.6,3.0
8,Transbordo,2,6,6751.6,5.0
9,Intermedia,2,5,12166.0,1.0
9,Intermedia,2,6,12166.0,1.0
9,Intermedia,2,11,12166.0,1.0
9,Terminal / Transbordo,2,5,33694.5,1.0
9,Terminal / Transbordo,2,6,33694.5,3.0
9,Terminal / Transbordo,2,13,33694.5,1.0
9,Transbordo,2,5,6117.0,1.0
9,Transbordo,2,6,6117.0,3.0
A,Intermedia,2,5,13018.42857142857,1.0
A,Intermedia,2,6,13018.42857142857,6.0
A,Terminal / Transbordo,2,6,30398.0,1.0
A,Terminal / Transbordo,2,13,30398.0,1.0
B,Intermedia,2,5,9199.0,1.0
B,Intermedia,2,7,9199.0,1.0
B,Terminal,2,6,35167.0,1.0
B,Transbordo,2,5,5320.2,1.0
B,Transbordo,2,6,5320.2,5.0
1,Intermedia,3,5,20125.25,1.0
1,Intermedia,3,6,20125.25,7.0
1,Intermedia,3,7,20125.25,1.0
1,Terminal,3,6,34638.0,1.0
1,Transbordo,3,5,19573.333333333332,1.0
1,Transbordo,3,6,19573.333333333332,7.0
1,Transbordo,3,11,19573.333333333332,1.0
1,Transbordo,3,13,19573.333333333332,2.0
12,Intermedia,3,5,10832.733333333334,1.0
12,Intermedia,3,6,10832.733333333334,9.0
12,Terminal,3,6,41432.0,2.0
12,Terminal / Transbordo,3,6,7541.0,1.0
12,Transbordo,3,6,7292.666666666667,1.0
2,Intermedia,3,6,11879.5625,10.0
2,Intermedia,3,7,11879.5625,1.0
2,Terminal,3,6,49953.5,1.0
2,Transbordo,3,6,16935.833333333332,13.0
3,Intermedia,3,5,14955.75,1.0
3,Intermedia,3,6,14955.75,7.0
3,Transbordo,3,5,12403.714285714286,2.0
3,Transbordo,3,6,12403.714285714286,10.0
4,Intermedia,3,6,4100.25,7.0
4,Transbordo,3,6,4736.25,5.0
4,Transbordo,3,13,4736.25,2.0
5,Intermedia,3,6,6095.571428571428,5.0
5,Transbordo,3,5,5464.25,1.0
5,Transbordo,3,6,5464.25,1.0
6,Transbordo,3,6,1112.0,1.0
7,Intermedia,3,5,10746.222222222223,1.0
7,Intermedia,3,6,10746.222222222223,6.0
7,Transbordo,3,5,7744.0,1.0
7,Transbordo,3,6,7744.0,2.0
7,Transbordo,3,11,7744.0,1.0
8,Intermedia,3,6,10198.333333333334,10.0
8,Intermedia,3,7,10198.333333333334,1.0
8,Terminal / Transbordo,3,6,11581.0,1.0
8,Transbordo,3,6,7251.6,5.0
8,Transbordo,3,7,7251.6,1.0
9,Intermedia,3,6,12333.0,5.0
9,Terminal / Transbordo,3,5,32930.5,1.0
9,Terminal / Transbordo,3,6,32930.5,1.0
9,Terminal / Transbordo,3,11,32930.5,1.0
9,Transbordo,3,5,7583.666666666667,1.0
9,Transbordo,3,6,7583.666666666667,2.0
A,Intermedia,3,5,12055.57142857143,2.0
A,Intermedia,3,6,12055.57142857143,2.0
B,Intermedia,3,6,9124.0,2.0
B,Terminal,3,6,28259.0,2.0
B,Transbordo,3,6,4894.4,4.0
B,Transbordo,3,13,4894.4,1.0
1,Intermedia,4,6,21184.666666666668,3.0
1,Terminal / Transbordo,4,6,29078.0,2.0
1,Transbordo,4,6,18719.166666666668,3.0
1,Transbordo,4,13,18719.166666666668,1.0
12,Intermedia,4,5,11609.466666666667,1.0
12,Intermedia,4,6,11609.466666666667,12.0
12,Intermedia,4,7,11609.466666666667,1.0
12,Terminal,4,6,43740.0,2.0
12,Terminal / Transbordo,4,6,7863.0,1.0
12,Transbordo,4,6,7903.666666666667,1.0
12,Transbordo,4,7,7903.666666666667,1.0
2,Intermedia,4,5,12671.375,2.0
2,Intermedia,4,6,12671.375,21.0
2,Terminal,4,6,52146.0,1.0
2,Transbordo,4,6,17698.0,10.0
2,Transbordo,4,7,17698.0,1.0
3,Intermedia,4,6,14443.166666666666,9.0
3,Terminal,4,13,57558.0,1.0
3,Transbordo,4,6,11949.42857142857,7.0
4,Transbordo,4,6,4259.75,3.0
5,Intermedia,4,5,6125.857142857143,1.0
5,Terminal,4,6,19338.0,1.0
5,Terminal / Transbordo,4,6,48613.0,1.0
5,Transbordo,4,6,4809.25,1.0
6,Intermedia,4,6,5887.714285714285,1.0
7,Intermedia,4,5,10785.777777777777,1.0
7,Intermedia,4,6,10785.777777777777,5.0
7,Terminal,4,6,29677.0,1.0
7,Transbordo,4,6,7957.0,6.0
7,Transbordo,4,13,7957.0,1.0
8,Intermedia,4,6,10427.0,12.0
8,Intermedia,4,7,10427.0,1.0
8,Transbordo,4,6,7343.0,5.0
9,Intermedia,4,6,12372.0,3.0
9,Terminal / Transbordo,4,5,34750.0,2.0
9,Terminal / Transbordo,4,6,34750.0,1.0
9,Terminal / Transbordo,4,13,34750.0,1.0
9,Transbordo,4,6,7498.0,1.0
A,Intermedia,4,6,13135.57142857143,1.0
A,Terminal / Transbordo,4,5,29920.0,2.0
A,Terminal / Transbordo,4,6,29920.0,1.0
B,Intermedia,4,5,8942.0,1.0
B,Intermedia,4,6,8942.0,5.0
B,Terminal,4,6,41619.0,3.0
B,Transbordo,4,6,5266.8,5.0
1,Intermedia,5,6,19981.916666666668,8.0
1,Terminal,5,6,30488.0,1.0
1,Transbordo,5,5,22120.166666666668,3.0
1,Transbordo,5,6,22120.166666666668,1.0
12,Intermedia,5,6,9468.8,7.0
12,Terminal / Transbordo,5,13,5418.0,1.0
12,Transbordo,5,7,6136.333333333333,1.0
2,Intermedia,5,5,11658.6875,1.0
2,Intermedia,5,6,11658.6875,11.0
2,Intermedia,5,7,11658.6875,1.0
2,Intermedia,5,13,11658.6875,1.0
2,Transbordo,5,5,18395.0,1.0
2,Transbordo,5,6,18395.0,2.0
3,Intermedia,5,6,10649.75,6.0
3,Intermedia,5,7,10649.75,1.0
3,Transbordo,5,6,10941.285714285714,2.0
3,Transbordo,5,7,10941.285714285714,1.0
4,Intermedia,5,6,4602.5,4.0
4,Transbordo,5,5,4592.25,1.0
4,Transbordo,5,6,4592.25,2.0
5,Intermedia,5,6,5891.714285714285,1.0
5,Terminal / Transbordo,5,6,45862.0,1.0
5,Transbordo,5,6,4898.75,3.0
6,Intermedia,5,6,5825.714285714285,3.0
7,Intermedia,5,5,8166.777777777777,2.0
7,Intermedia,5,6,8166.777777777777,5.0
7,Transbordo,5,5,6699.333333333333,1.0
7,Transbordo,5,13,6699.333333333333,1.0
8,Intermedia,5,5,9468.083333333334,1.0
8,Intermedia,5,6,9468.083333333334,3.0
8,Intermedia,5,7,9468.083333333334,1.0
8,Terminal,5,6,43306.0,1.0
8,Terminal,5,7,43306.0,1.0
8,Transbordo,5,6,6802.2,1.0
9,Intermedia,5,5,12250.57142857143,1.0
9,Intermedia,5,6,12250.57142857143,1.0
9,Terminal / Transbordo,5,5,33289.5,1.0
9,Terminal / Transbordo,5,6,33289.5,2.0
9,Transbordo,5,6,7203.666666666667,3.0
A,Intermedia,5,5,12282.142857142857,1.0
A,Intermedia,5,6,12282.142857142857,4.0
A,Intermedia,5,7,12282.142857142857,1.0
A,Terminal / Transbordo,5,6,19829.0,2.0
B,Intermedia,5,6,10853.285714285714,5.0
B,Intermedia,5,7,10853.285714285714,1.0
B,Transbordo,5,6,5524.6,3.0
1,Intermedia,6,5,12726.75,1.0
1,Intermedia,6,6,12726.75,4.0
1,Intermedia,6,7,12726.75,2.0
1,Terminal,6,5,25533.0,2.0
1,Terminal,6,6,25533.0,1.0
1,Terminal / Transbordo,6,6,16523.0,1.0
1,Transbordo,6,5,12657.5,2.0
1,Transbordo,6,6,12657.5,2.0
12,Intermedia,6,6,5820.266666666666,7.0
12,Transbordo,6,7,3458.3333333333335,1.0
2,Intermedia,6,6,5748.125,14.0
2,Intermedia,6,7,5748.125,1.0
2,Terminal,6,6,25531.5,1.0
2,Transbordo,6,5,12175.0,1.0
2,Transbordo,6,6,12175.0,3.0
3,Intermedia,6,6,6497.75,4.0
3,Terminal,6,5,31105.0,1.0
3,Terminal,6,6,31105.0,2.0
3,Transbordo,6,6,7678.285714285715,3.0
3,Transbordo,6,7,7678.285714285715,2.0
4,Intermedia,6,6,3038.75,1.0
4,Intermedia,6,7,3038.75,1.0
4,Terminal / Transbordo,6,6,2973.0,2.0
5,Intermedia,6,6,4111.0,3.0
5,Terminal / Transbordo,6,6,25441.0,1.0
5,Transbordo,6,6,2721.75,2.0
6,Intermedia,6,6,3184.1428571428573,2.0
6,Terminal / Transbordo,6,6,6532.0,3.0
6,Transbordo,6,6,359.0,1.0
6,Transbordo,6,7,359.0,1.0
7,Intermedia,6,6,4400.888888888889,4.0
7,Intermedia,6,13,4400.888888888889,1.0
7,Terminal / Transbordo,6,6,9914.0,1.0
8,Intermedia,6,6,5597.083333333333,5.0
8,Transbordo,6,6,3859.4,1.0
9,Intermedia,6,6,5438.571428571428,6.0
A,Intermedia,6,5,9070.285714285714,1.0
A,Intermedia,6,6,9070.285714285714,6.0
A,Intermedia,6,7,9070.285714285714,1.0
B,Intermedia,6,5,6019.142857142857,1.0
B,Intermedia,6,6,6019.142857142857,8.0
B,Terminal,6,5,18155.0,1.0
B,Transbordo,6,5,3886.4,1.0
B,Transbordo,6,6,3886.4,3.0
1,Intermedia,0,5,20394.5,2.0
1,Intermedia,0,6,20394.5,10.0
1,Intermedia,0,7,20394.5,1.0
1,Intermedia,0,13,20394.5,2.0
1,Terminal / Transbordo,0,5,28114.0,1.0
1,Terminal / Transbordo,0,13,28114.0,1.0
1,Transbordo,0,6,21512.833333333332,10.0
1,Transbordo,0,13,21512.833333333332,1.0
12,Intermedia,0,6,10959.4,13.0
12,Terminal / Transbordo,0,6,7361.0,2.0
12,Transbordo,0,6,7330.333333333333,4.0
2,Intermedia,0,5,11648.4375,3.0
2,Intermedia,0,6,11648.4375,14.0
2,Terminal,0,6,56814.5,1.0
2,Terminal,0,7,56814.5,1.0
2,Transbordo,0,5,16486.5,1.0
2,Transbordo,0,6,16486.5,13.0
3,Intermedia,0,6,12808.666666666666,26.0
3,Terminal,0,6,57851.0,2.0
3,Transbordo,0,6,12149.57142857143,14.0
3,Transbordo,0,13,12149.57142857143,1.0
4,Intermedia,0,6,3918.75,1.0
4,Terminal / Transbordo,0,5,5660.0,1.0
4,Terminal / Transbordo,0,6,5660.0,2.0
4,Transbordo,0,5,4177.0,1.0
4,Transbordo,0,6,4177.0,6.0
5,Intermedia,0,6,6174.857142857143,1.0
5,Terminal / Transbordo,0,5,45558.0,1.0
5,Terminal / Transbordo,0,13,45558.0,1.0
5,Transbordo,0,6,4984.5,4.0
6,Intermedia,0,5,5474.142857142857,1.0
6,Intermedia,0,6,5474.142857142857,1.0
6,Intermedia,0,7,5474.142857142857,1.0
6,Terminal / Transbordo,0,6,12424.0,1.0
7,Intermedia,0,5,9743.666666666666,1.0
7,Intermedia,0,6,9743.666666666666,6.0
7,Intermedia,0,7,9743.666666666666,1.0
7,Transbordo,0,5,7211.0,1.0
7,Transbordo,0,6,7211.0,1.0
7,Transbordo,0,7,7211.0,1.0
7,Transbordo,0,13,7211.0,1.0
8,Intermedia,0,5,9786.0,2.0
8,Intermedia,0,6,9786.0,11.0
8,Intermedia,0,7,9786.0,1.0
8,Intermedia,0,13,9786.0,1.0
8,Terminal / Transbordo,0,6,9966.0,2.0
8,Transbordo,0,5,6960.2,1.0
8,Transbordo,0,6,6960.2,8.0
9,Intermedia,0,6,12399.0,3.0
9,Intermedia,0,13,12399.0,1.0
9,Terminal / Transbordo,0,13,32624.5,2.0
9,Transbordo,0,5,6568.333333333333,1.0
9,Transbordo,0,6,6568.333333333333,2.0
A,Intermedia,0,6,13798.857142857143,3.0
A,Terminal / Transbordo,0,13,29555.0,1.0
B,Intermedia,0,6,7795.0,3.0
B,Intermedia,0,7,7795.0,1.0
B,Terminal,0,6,35427.0,2.0
B,Transbordo,0,6,5155.8,4.0
B,Transbordo,0,13,5155.8,1.0
1,Intermedia,1,5,20035.916666666668,1.0
1,Intermedia,1,6,20035.916666666668,13.0
1,Terminal / Transbordo,1,6,29846.0,1.0
1,Terminal / Transbordo,1,7,29846.0,1.0
1,Transbordo,1,6,21175.5,13.0
1,Transbordo,1,7,21175.5,1.0
12,Intermedia,1,5,11195.6,2.0
12,Intermedia,1,6,11195.6,15.0
12,Terminal,1,6,42910.0,2.0
12,Transbordo,1,6,7620.666666666667,5.0
2,Intermedia,1,6,12167.8125,20.0
2,Intermedia,1,7,12167.8125,1.0
2,Transbordo,1,5,17712.5,2.0
2,Transbordo,1,6,17712.5,12.0
2,Transbordo,1,7,17712.5,1.0
3,Intermedia,1,6,15001.666666666666,21.0
3,Terminal,1,6,54875.0,1.0
3,Transbordo,1,6,12806.285714285714,16.0
4,Intermedia,1,5,4621.5,1.0
4,Intermedia,1,6,4621.5,4.0
4,Terminal / Transbordo,1,5,5952.0,1.0
4,Terminal / Transbordo,1,6,5952.0,2.0
4,Transbordo,1,6,4356.5,6.0
5,Intermedia,1,6,6384.714285714285,3.0
5,Intermedia,1,7,6384.714285714285,3.0
5,Terminal / Transbordo,1,7,58641.0,1.0
5,Transbordo,1,6,4743.0,4.0
6,Intermedia,1,6,6612.0,3.0
6,Terminal / Transbordo,1,6,14384.5,2.0
6,Transbordo,1,6,1130.5,2.0
7,Intermedia,1,5,11249.555555555555,1.0
7,Intermedia,1,6,11249.555555555555,7.0
7,Intermedia,1,7,11249.555555555555,1.0
7,Terminal,1,6,22843.0,1.0
7,Terminal / Transbordo,1,6,18360.0,1.0
7,Transbordo,1,5,7393.666666666667,1.0
8,Intermedia,1,6,10181.583333333334,12.0
8,Terminal / Transbordo,1,6,10424.0,1.0
8,Transbordo,1,5,6713.8,1.0
8,Transbordo,1,6,6713.8,7.0
9,Intermedia,1,6,12897.714285714286,3.0
9,Intermedia,1,7,12897.714285714286,1.0
9,Terminal / Transbordo,1,6,31568.5,1.0
9,Terminal / Transbordo,1,7,31568.5,1.0
9,Transbordo,1,5,7085.666666666667,1.0
9,Transbordo,1,6,7085.666666666667,1.0
A,Intermedia,1,5,12593.57142857143,3.0
A,Intermedia,1,6,12593.57142857143,2.0
A,Terminal / Transbordo,1,7,31295.0,1.0
B,Intermedia,1,6,7732.571428571428,2.0
B,Terminal,1,6,30960.0,2.0
B,Terminal,1,13,30960.0,1.0
B,Transbordo,1,6,4799.0,6.0
1,Intermedia,2,6,21071.666666666668,5.0
1,Intermedia,2,7,21071.666666666668,1.0
1,Terminal / Transbordo,2,13,31944.0,1.0
1,Transbordo,2,6,19122.0,11.0
12,Intermedia,2,5,11159.466666666667,2.0
12,Intermedia,2,6,11159.466666666667,14.0
12,Terminal,2,6,43109.0,1.0
12,Terminal / Transbordo,2,6,7780.0,1.0
12,Transbordo,2,5,7567.0,1.0
12,Transbordo,2,6,7567.0,1.0
2,Intermedia,2,5,12315.5625,2.0
2,Intermedia,2,6,12315.5625,15.0
2,Transbordo,2,5,18551.166666666668,3.0
2,Transbordo,2,6,18551.166666666668,1.0
2,Transbordo,2,13,18551.166666666668,1.0
3,Intermedia,2,5,14041.75,4.0
3,Intermedia,2,6,14041.75,11.0
3,Intermedia,2,13,14041.75,1.0
3,Terminal,2,6,63784.5,1.0
3,Transbordo,2,6,12672.42857142857,6.0
3,Transbordo,2,13,12672.42857142857,1.0
4,Intermedia,2,6,4858.75,2.0
4,Transbordo,2,6,4606.25,3.0
5,Intermedia,2,6,5400.285714285715,2.0
5,Terminal / Transbordo,2,13,55496.0,1.0
6,Intermedia,2,5,6537.142857142857,1.0
6,Intermedia,2,6,6537.142857142857,3.0
6,Intermedia,2,7,6537.142857142857,1.0
6,Transbordo,2,6,1039.0,1.0
7,Intermedia,2,5,10940.888888888889,1.0
7,Intermedia,2,6,10940.888888888889,1.0
7,Intermedia,2,7,10940.888888888889,1.0
7,Terminal,2,6,22509.0,1.0
7,Transbordo,2,5,7154.333333333333,2.0
7,Transbordo,2,6,7154.333333333333,1.0
8,Intermedia,2,6,11027.583333333334,6.0
8,Terminal / Transbordo,2,6,11685.0,1.0
8,Transbordo,2,6,7806.2,2.0
9,Intermedia,2,6,12518.57142857143,8.0
9,Terminal / Transbordo,2,13,35511.0,1.0
9,Transbordo,2,6,7115.0,2.0
A,Intermedia,2,6,13627.42857142857,4.0
A,Terminal / Transbordo,2,13,30666.0,1.0
B,Intermedia,2,6,10280.142857142857,2.0
B,Transbordo,2,6,5459.8,2.0
1,Intermedia,3,5,20836.0,2.0
1,Intermedia,3,6,20836.0,12.0
1,Intermedia,3,11,20836.0,1.0
1,Terminal,3,6,33564.0,1.0
1,Terminal / Transbordo,3,13,31852.0,1.0
1,Transbordo,3,5,19649.833333333332,2.0
1,Transbordo,3,6,19649.833333333332,6.0
12,Intermedia,3,5,11055.066666666668,2.0
12,Intermedia,3,6,11055.066666666668,4.0
12,Transbordo,3,6,7733.333333333333,2.0
2,Intermedia,3,5,12009.5625,2.0
2,Intermedia,3,6,12009.5625,12.0
2,Intermedia,3,7,12009.5625,2.0
2,Terminal,3,6,55077.0,1.0
2,Transbordo,3,5,17564.5,4.0
2,Transbordo,3,6,17564.5,5.0
3,Intermedia,3,6,15075.583333333334,16.0
3,Transbordo,3,6,12444.142857142857,9.0
4,Intermedia,3,6,4447.5,1.0
4,Intermedia,3,11,4447.5,1.0
4,Terminal / Transbordo,3,6,6125.0,1.0
4,Transbordo,3,6,4429.25,8.0
5,Intermedia,3,6,6017.714285714285,3.0
5,Terminal / Transbordo,3,13,46809.0,1.0
5,Transbordo,3,6,5333.75,1.0
5,Transbordo,3,7,5333.75,1.0
6,Intermedia,3,6,6820.0,4.0
6,Terminal / Transbordo,3,6,13772.5,1.0
7,Intermedia,3,6,10711.666666666666,11.0
7,Transbordo,3,5,6985.333333333333,2.0
7,Transbordo,3,6,6985.333333333333,3.0
8,Intermedia,3,5,10643.916666666666,1.0
8,Intermedia,3,6,10643.916666666666,14.0
8,Terminal / Transbordo,3,6,10090.0,1.0
8,Transbordo,3,6,7330.2,4.0
9,Intermedia,3,6,13208.57142857143,7.0
9,Terminal / Transbordo,3,6,34438.5,1.0
9,Terminal / Transbordo,3,13,34438.5,1.0
9,Transbordo,3,6,7081.0,3.0
A,Intermedia,3,5,13713.285714285714,2.0
A,Intermedia,3,6,13713.285714285714,1.0
A,Terminal / Transbordo,3,13,30935.0,1.0
B,Intermedia,3,5,9136.0,2.0
B,Intermedia,3,6,9136.0,2.0
B,Transbordo,3,6,5314.2,7.0
1,Intermedia,4,6,22422.416666666668,9.0
1,Terminal / Transbordo,4,6,32100.0,1.0
1,Transbordo,4,5,21079.833333333332,1.0
1,Transbordo,4,6,21079.833333333332,5.0
1,Transbordo,4,13,21079.833333333332,1.0
12,Intermedia,4,6,11629.4,12.0
12,Intermedia,4,7,11629.4,1.0
12,Terminal,4,5,44063.0,1.0
12,Terminal / Transbordo,4,6,7859.0,1.0
2,Intermedia,4,5,12604.25,1.0
2,Intermedia,4,6,12604.25,16.0
2,Terminal,4,6,49622.5,1.0
2,Transbordo,4,5,18714.5,1.0
2,Transbordo,4,6,18714.5,9.0
3,Intermedia,4,5,14641.25,1.0
3,Intermedia,4,6,14641.25,6.0
3,Transbordo,4,5,12952.57142857143,2.0
3,Transbordo,4,6,12952.57142857143,5.0
4,Intermedia,4,5,4450.25,1.0
4,Intermedia,4,6,4450.25,4.0
4,Terminal / Transbordo,4,6,6526.0,2.0
4,Terminal / Transbordo,4,7,6526.0,1.0
4,Transbordo,4,6,4551.5,2.0
5,Intermedia,4,6,5891.142857142857,5.0
5,Terminal / Transbordo,4,6,45191.0,2.0
5,Terminal / Transbordo,4,7,45191.0,1.0
5,Transbordo,4,6,5123.0,5.0
5,Transbordo,4,13,5123.0,1.0
6,Intermedia,4,5,6180.571428571428,2.0
6,Intermedia,4,6,6180.571428571428,3.0
6,Terminal / Transbordo,4,6,14107.5,3.0
6,Terminal / Transbordo,4,7,14107.5,1.0
6,Transbordo,4,6,982.5,1.0
7,Intermedia,4,5,10823.333333333334,2.0
7,Intermedia,4,6,10823.333333333334,10.0
7,Intermedia,4,7,10823.333333333334,1.0
7,Terminal,4,5,20539.0,1.0
7,Terminal,4,6,20539.0,1.0
7,Transbordo,4,5,7715.333333333333,1.0
7,Transbordo,4,6,7715.333333333333,2.0
8,Intermedia,4,6,10461.5,10.0
8,Intermedia,4,7,10461.5,1.0
8,Terminal,4,7,53542.0,1.0
8,Transbordo,4,5,7784.2,1.0
8,Transbordo,4,6,7784.2,6.0
9,Intermedia,4,6,12095.857142857143,3.0
9,Intermedia,4,7,12095.857142857143,1.0
9,Terminal / Transbordo,4,5,34937.0,1.0
9,Terminal / Transbordo,4,6,34937.0,2.0
9,Terminal / Transbordo,4,7,34937.0,1.0
9,Transbordo,4,6,7794.666666666667,2.0
A,Intermedia,4,5,13444.57142857143,1.0
A,Intermedia,4,6,13444.57142857143,3.0
A,Terminal / Transbordo,4,6,30502.0,3.0
A,Terminal / Transbordo,4,7,30502.0,1.0
B,Intermedia,4,6,9998.42857142857,1.0
B,Terminal,4,5,37876.0,1.0
B,Transbordo,4,5,5568.0,1.0
B,Transbordo,4,6,5568.0,2.0
B,Transbordo,4,13,5568.0,2.0
1,Intermedia,5,6,18776.416666666668,14.0
1,Transbordo,5,6,21161.166666666668,4.0
1,Transbordo,5,7,21161.166666666668,1.0
12,Intermedia,5,6,9469.533333333333,4.0
12,Intermedia,5,7,9469.533333333333,1.0
12,Terminal,5,6,35579.0,1.0
12,Transbordo,5,6,6165.666666666667,1.0
2,Intermedia,5,6,11647.875,10.0
2,Intermedia,5,7,11647.875,1.0
2,Transbordo,5,5,19372.833333333332,1.0
2,Transbordo,5,6,19372.833333333332,4.0
3,Intermedia,5,5,10923.333333333334,1.0
3,Intermedia,5,6,10923.333333333334,13.0
3,Terminal,5,5,51706.0,2.0
3,Transbordo,5,6,11113.142857142857,4.0
4,Intermedia,5,6,5036.5,3.0
4,Terminal / Transbordo,5,6,6276.0,2.0
4,Terminal / Transbordo,5,7,6276.0,1.0
5,Intermedia,5,6,5590.714285714285,2.0
5,Transbordo,5,6,4768.75,1.0
6,Intermedia,5,6,5528.142857142857,9.0
6,Terminal / Transbordo,5,6,11031.0,3.0
7,Intermedia,5,6,9052.111111111111,6.0
7,Transbordo,5,5,7871.666666666667,1.0
7,Transbordo,5,6,7871.666666666667,2.0
7,Transbordo,5,7,7871.666666666667,1.0
8,Intermedia,5,5,9968.25,2.0
8,Intermedia,5,6,9968.25,9.0
8,Transbordo,5,5,7579.6,1.0
8,Transbordo,5,6,7579.6,4.0
9,Intermedia,5,6,11033.142857142857,2.0
9,Terminal / Transbordo,5,6,29759.0,2.0
9,Terminal / Transbordo,5,7,29759.0,1.0
9,Transbordo,5,6,7408.0,3.0
A,Intermedia,5,6,13017.142857142857,3.0
A,Terminal / Transbordo,5,6,19194.0,1.0
B,Intermedia,5,6,10270.285714285714,8.0
B,Terminal,5,6,34070.0,2.0
B,Transbordo,5,6,5746.6,1.0
1,Intermedia,6,5,10842.583333333334,1.0
1,Intermedia,6,6,10842.583333333334,5.0
1,Intermedia,6,7,10842.583333333334,1.0
1,Terminal,6,6,22638.0,1.0
1,Terminal / Transbordo,6,6,27409.0,1.0
1,Transbordo,6,6,16625.5,5.0
12,Intermedia,6,6,5861.933333333333,6.0
12,Intermedia,6,7,5861.933333333333,1.0
12,Transbordo,6,6,3484.0,1.0
2,Intermedia,6,5,5792.75,1.0
2,Intermedia,6,6,5792.75,5.0
2,Transbordo,6,5,10855.0,1.0
2,Transbordo,6,6,10855.0,4.0
3,Intermedia,6,6,6438.416666666667,5.0
3,Transbordo,6,5,7396.142857142857,1.0
3,Transbordo,6,6,7396.142857142857,8.0
4,Intermedia,6,6,3621.25,2.0
4,Transbordo,6,6,3592.25,1.0
5,Intermedia,6,6,4495.857142857143,2.0
5,Terminal / Transbordo,6,6,29258.0,1.0
5,Transbordo,6,6,3066.0,1.0
6,Intermedia,6,6,3202.714285714286,2.0
6,Transbordo,6,6,430.5,1.0
7,Intermedia,6,6,4308.111111111111,4.0
7,Terminal,6,5,7367.0,1.0
7,Transbordo,6,5,4016.6666666666665,1.0
7,Transbordo,6,6,4016.6666666666665,2.0
8,Intermedia,6,6,5931.083333333333,4.0
8,Intermedia,6,7,5931.083333333333,1.0
8,Transbordo,6,6,4735.8,2.0
9,Intermedia,6,6,6615.142857142857,5.0
9,Terminal / Transbordo,6,6,21284.5,1.0
A,Intermedia,6,6,8677.0,3.0
A,Terminal / Transbordo,6,6,9115.0,1.0
B,Intermedia,6,6,7076.428571428572,2.0
B,Intermedia,6,7,7076.428571428572,1.0
B,Terminal,6,6,20991.0,2.0
B,Transbordo,6,5,4120.0,1.0
B,Transbordo,6,6,4120.0,3.0
1,Intermedia,0,5,21417.416666666668,1.0
1,Intermedia,0,6,21417.416666666668,9.0
1,Intermedia,0,13,21417.416666666668,1.0
1,Terminal / Transbordo,0,5,31230.0,1.0
1,Terminal / Transbordo,0,6,31230.0,1.0
1,Transbordo,0,5,20821.833333333332,1.0
1,Transbordo,0,6,20821.833333333332,6.0
12,Intermedia,0,6,10658.133333333333,5.0
12,Transbordo,0,6,7220.0,2.0
2,Intermedia,0,5,10942.375,1.0
2,Intermedia,0,6,10942.375,5.0
2,Terminal,0,6,51100.0,1.0
2,Transbordo,0,5,16488.333333333332,1.0
2,Transbordo,0,6,16488.333333333332,9.0
3,Intermedia,0,5,12670.666666666666,1.0
3,Intermedia,0,6,12670.666666666666,16.0
3,Transbordo,0,6,12230.142857142857,3.0
4,Intermedia,0,6,4218.5,1.0
4,Terminal / Transbordo,0,6,6062.5,8.0
4,Transbordo,0,5,3993.25,1.0
4,Transbordo,0,6,3993.25,2.0
5,Intermedia,0,6,5712.142857142857,3.0
5,Terminal / Transbordo,0,5,51614.0,1.0
5,Terminal / Transbordo,0,6,51614.0,1.0
5,Transbordo,0,5,4667.0,1.0
5,Transbordo,0,6,4667.0,1.0
